Time,Id,CimetrixGEM300Simulation/MaterialManager/SubstLocID,CimetrixGEM300Simulation/MaterialManager/SubstLocSubstID
2022-11-10T00:04:47.814-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:04:48.366-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:04:49.381-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:04:49.932-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:04:50.494-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.15,
2022-11-10T00:04:51.078-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:04:55.249-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:04:55.808-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:04:56.633-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:04:57.183-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:04:57.781-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.16,
2022-11-10T00:04:58.343-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:02.641-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:05:03.215-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:03.951-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:04.506-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:05.104-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.17,
2022-11-10T00:05:05.674-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:09.948-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:05:10.517-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:11.272-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:11.833-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:12.407-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.18,
2022-11-10T00:05:12.957-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:17.196-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:05:17.752-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:18.528-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:19.102-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:19.660-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.19,
2022-11-10T00:05:20.211-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:24.454-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:05:25.016-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:25.827-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:26.384-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:26.962-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.20,
2022-11-10T00:05:27.529-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:31.484-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:05:32.036-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:33.088-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:33.638-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:34.200-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.21,
2022-11-10T00:05:34.752-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:38.779-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:05:39.332-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:40.317-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:40.886-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:41.433-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.22,
2022-11-10T00:05:41.979-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:46.233-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:05:46.801-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:47.564-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:48.121-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:48.680-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.23,
2022-11-10T00:05:49.240-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:53.558-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:05:54.120-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:54.856-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:05:55.448-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:05:56.008-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.24,
2022-11-10T00:05:56.572-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:00.815-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:06:01.371-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:02.168-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:06:02.723-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:03.294-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.25,
2022-11-10T00:06:03.872-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:07.942-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:06:08.520-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:09.441-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:06:09.993-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:10.546-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.01,
2022-11-10T00:06:11.106-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:15.123-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-10T00:06:15.682-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:16.663-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:06:17.227-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:17.783-07:00,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.02,
2022-11-10T00:06:18.348-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:22.306-07:00,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-10T00:06:22.856-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-10T00:06:23.912-07:00,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-10T00:06:24.463-07:00,SubstrateLocation:2:Occupied-Unoccupied,Robot,
