Time,Id,CimetrixGEM300Simulation/MaterialManager/SubstLocID,CimetrixGEM300Simulation/MaterialManager/SubstLocSubstID
2022-11-10T00:15:13.673-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER2.23"
2022-11-10T00:15:17.733-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.21"
2022-11-10T00:15:18.297-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER2.21","CARRIER2.21"
2022-11-10T00:15:19.260-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.23"
2022-11-10T00:15:19.838-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER2.23"
2022-11-10T00:15:20.410-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.24"
2022-11-10T00:15:20.965-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER2.24"
2022-11-10T00:15:25.254-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.22"
2022-11-10T00:15:25.818-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER2.22","CARRIER2.22"
2022-11-10T00:15:26.533-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.24"
2022-11-10T00:15:27.122-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber1","CARRIER2.24"
2022-11-10T00:15:27.674-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.25"
2022-11-10T00:15:28.248-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER2.25"
2022-11-10T00:15:32.500-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.23"
2022-11-10T00:15:33.079-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER2.23","CARRIER2.23"
2022-11-10T00:15:33.825-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.25"
2022-11-10T00:15:34.384-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER2.25"
2022-11-10T00:15:39.745-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.24"
2022-11-10T00:15:40.291-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER2.24","CARRIER2.24"
2022-11-10T00:15:46.789-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER2.25"
2022-11-10T00:15:47.337-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER2.25","CARRIER2.25"
2022-11-10T00:15:54.666-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.01"
2022-11-10T00:15:55.219-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.01"
2022-11-10T00:16:00.776-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.01"
2022-11-10T00:16:01.321-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber1","CARRIER1.01"
2022-11-10T00:16:01.871-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.02"
2022-11-10T00:16:02.418-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.02"
2022-11-10T00:16:07.979-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.02"
2022-11-10T00:16:08.552-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER1.02"
